origin1;origin2;origin3;origin4;religion1;religion2;religion3;religion4;location
Nepal;South Africa;Iran;Thailand;Hindu;Christian;Muslim;Budhist;Nepal
Thailand;Italy;Iran;Nepal;Budhist;Christian;Muslim;Hindu;Italy
Thailand;Nepal;Nigeria;Iran;Budhist;Hindu;Christian;Muslim;Nigeria
Nepal;France;Thailand;Iran;Hindu;Christian;Budhist;Muslim;Iran
Thailand;Iran;Nepal;Germany;Budhist;Muslim;Hindu;Christian;Germany
Vietnam;Greece;Iran;Nepal;Budhist;Christian;Muslim;Hindu;Greece
South Africa;Nepal;Iran;Vietnam;Christian;Hindu;Muslim;Budhist;South Africa
Iran;Vietnam;Italy;Nepal;Muslim;Budhist;Christian;Hindu;Italy
Nepal;Vietnam;Nigeria;Iran;Hindu;Budhist;Christian;Muslim;Nepal
Vietnam;Iran;Nepal;France;Budhist;Muslim;Hindu;Christian;Iran
Vietnam;Nepal;Iran;Germany;Budhist;Hindu;Muslim;Christian;Iran
Iraq;India;Mexico;Thailand;Muslim;Hindu;Christian;Budhist;Mexico
Mexico;India;Vietnam;Iraq;Christian;Hindu;Budhist;Muslim;Iraq
Iraq;Nepal;Mexico;Thailand;Muslim;Hindu;Christian;Budhist;Thailand
Nepal;Mexico;Iraq;Vietnam;Hindu;Christian;Muslim;Budhist;Vietnam
Iraq;India;Thailand;Canada;Muslim;Hindu;Budhist;Christian;India
Canada;Iraq;Vietnam;India;Christian;Muslim;Budhist;Hindu;India
Thailand;Canada;Nepal;Iraq;Budhist;Christian;Hindu;Muslim;Nepal
Nepal;Iraq;Vietnam;Canada;Hindu;Muslim;Budhist;Christian;Nepal
Iraq;Thailand;India;United States of America;Muslim;Budhist;Hindu;Christian;India
United States of America;Vietnam;India;Iraq;Christian;Budhist;Hindu;Muslim;United States of America
United States of America;Thailand;Iraq;Nepal;Christian;Budhist;Muslim;Hindu;Thailand
Vietnam;United States of America;Iraq;Nepal;Budhist;Christian;Muslim;Hindu;United States of America
India;Thailand;Iraq;Sweden;Hindu;Budhist;Muslim;Christian;India
Vietnam;India;Sweden;Iraq;Budhist;Hindu;Christian;Muslim;Iraq
Nepal;Iraq;Sweden;Thailand;Hindu;Muslim;Christian;Budhist;Nepal
Sweden;Iraq;Vietnam;Nepal;Christian;Muslim;Budhist;Hindu;Sweden
Iraq;Thailand;United Kingdom;India;Muslim;Budhist;Christian;Hindu;United Kingdom
India;United Kingdom;Vietnam;Iraq;Hindu;Christian;Budhist;Muslim;Iraq
Iraq;United Kingdom;Nepal;Thailand;Muslim;Christian;Hindu;Budhist;United Kingdom
Iraq;Vietnam;United Kingdom;Nepal;Muslim;Budhist;Christian;Hindu;Iraq
Australia;Thailand;Iraq;India;Christian;Budhist;Muslim;Hindu;India
Vietnam;Iraq;Australia;India;Budhist;Muslim;Christian;Hindu;Australia
Thailand;Australia;Iraq;Nepal;Budhist;Christian;Muslim;Hindu;Thailand
Australia;Nepal;Iraq;Vietnam;Christian;Hindu;Muslim;Budhist;Iraq
India;Iraq;Thailand;Papua New Guinea;Hindu;Muslim;Budhist;Christian;India
Papua New Guinea;Vietnam;Iraq;India;Christian;Budhist;Muslim;Hindu;Vietnam
Nepal;Iraq;Papua New Guinea;Thailand;Hindu;Muslim;Christian;Budhist;Papua New Guinea
Nepal;Papua New Guinea;Iraq;Vietnam;Hindu;Christian;Muslim;Budhist;Papua New Guinea
Iraq;India;Thailand;Brazil;Muslim;Hindu;Budhist;Christian;Iraq
India;Iraq;Vietnam;Brazil;Hindu;Muslim;Budhist;Christian;India
Thailand;Nepal;Brazil;Iraq;Budhist;Hindu;Christian;Muslim;Nepal
Iraq;Brazil;Vietnam;Nepal;Muslim;Christian;Budhist;Hindu;Iraq
Thailand;Colombia;Iraq;India;Budhist;Christian;Muslim;Hindu;Iraq
Vietnam;Iraq;India;Colombia;Budhist;Muslim;Hindu;Christian;Iraq
Iraq;Colombia;Thailand;Nepal;Muslim;Christian;Budhist;Hindu;Thailand
Iraq;Colombia;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Iraq
Georgia;Iraq;India;Thailand;Christian;Muslim;Hindu;Budhist;Thailand
India;Vietnam;Georgia;Iraq;Hindu;Budhist;Christian;Muslim;Iraq
Greece;Thailand;India;Iraq;Christian;Budhist;Hindu;Muslim;India
South Africa;Thailand;India;Iraq;Christian;Budhist;Hindu;Muslim;India
Iraq;India;Thailand;Italy;Muslim;Hindu;Budhist;Christian;Iraq
Iraq;India;Nigeria;Thailand;Muslim;Hindu;Christian;Budhist;Nigeria
Iraq;France;Thailand;India;Muslim;Christian;Budhist;Hindu;India
Iraq;India;Thailand;Germany;Muslim;Hindu;Budhist;Christian;Thailand
Vietnam;Greece;India;Iraq;Budhist;Christian;Hindu;Muslim;Greece
India;Vietnam;Iraq;South Africa;Hindu;Budhist;Muslim;Christian;Vietnam
India;Vietnam;Iraq;Italy;Hindu;Budhist;Muslim;Christian;Iraq
Vietnam;Nigeria;India;Iraq;Budhist;Christian;Hindu;Muslim;Iraq
France;India;Iraq;Vietnam;Christian;Hindu;Muslim;Budhist;India
India;Germany;Vietnam;Iraq;Hindu;Christian;Budhist;Muslim;Germany
Thailand;Georgia;Iraq;Nepal;Budhist;Christian;Muslim;Hindu;Nepal
Vietnam;Nepal;Georgia;Iraq;Budhist;Hindu;Christian;Muslim;Nepal
Nepal;Thailand;Iraq;Greece;Hindu;Budhist;Muslim;Christian;Thailand
Nepal;South Africa;Thailand;Iraq;Hindu;Christian;Budhist;Muslim;Nepal
Nepal;Iraq;Italy;Thailand;Hindu;Muslim;Christian;Budhist;Thailand
Thailand;Nepal;Nigeria;Iraq;Budhist;Hindu;Christian;Muslim;Thailand
Iraq;Thailand;Nepal;France;Muslim;Budhist;Hindu;Christian;Nepal
Iraq;Germany;Thailand;Nepal;Muslim;Christian;Budhist;Hindu;Nepal
Iraq;Greece;Vietnam;Nepal;Muslim;Christian;Budhist;Hindu;Nepal
Iraq;South Africa;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Vietnam
Vietnam;Nepal;Italy;Iraq;Budhist;Hindu;Christian;Muslim;Iraq
Nigeria;Iraq;Vietnam;Nepal;Christian;Muslim;Budhist;Hindu;Vietnam
France;Iraq;Vietnam;Nepal;Christian;Muslim;Budhist;Hindu;France
Nepal;Germany;Vietnam;Iraq;Hindu;Christian;Budhist;Muslim;Germany
Thailand;Mexico;Turkey;India;Budhist;Christian;Muslim;Hindu;India
India;Turkey;Vietnam;Mexico;Hindu;Muslim;Budhist;Christian;Vietnam
Turkey;Thailand;Nepal;Mexico;Muslim;Budhist;Hindu;Christian;Nepal
Vietnam;Mexico;Turkey;Nepal;Budhist;Christian;Muslim;Hindu;Nepal
Canada;Turkey;India;Thailand;Christian;Muslim;Hindu;Budhist;Turkey
India;Vietnam;Canada;Turkey;Hindu;Budhist;Christian;Muslim;Vietnam
Canada;Nepal;Turkey;Thailand;Christian;Hindu;Muslim;Budhist;Canada
Turkey;Canada;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Nepal
Thailand;India;United States of America;Turkey;Budhist;Hindu;Christian;Muslim;Turkey
India;United States of America;Vietnam;Turkey;Hindu;Christian;Budhist;Muslim;United States of America
United States of America;Nepal;Turkey;Thailand;Christian;Hindu;Muslim;Budhist;Thailand
Vietnam;Turkey;Nepal;United States of America;Budhist;Muslim;Hindu;Christian;Nepal
Turkey;India;Thailand;Sweden;Muslim;Hindu;Budhist;Christian;Sweden
Turkey;Sweden;Vietnam;India;Muslim;Christian;Budhist;Hindu;Sweden
Turkey;Sweden;Nepal;Thailand;Muslim;Christian;Hindu;Budhist;Nepal
Sweden;Vietnam;Nepal;Turkey;Christian;Budhist;Hindu;Muslim;Nepal
Thailand;Turkey;United Kingdom;India;Budhist;Muslim;Christian;Hindu;India
Turkey;India;United Kingdom;Vietnam;Muslim;Hindu;Christian;Budhist;Vietnam
United Kingdom;Thailand;Nepal;Turkey;Christian;Budhist;Hindu;Muslim;Nepal
Vietnam;Nepal;Turkey;United Kingdom;Budhist;Hindu;Muslim;Christian;Turkey
Thailand;Australia;Turkey;India;Budhist;Christian;Muslim;Hindu;Turkey
India;Australia;Turkey;Vietnam;Hindu;Christian;Muslim;Budhist;Turkey
Australia;Nepal;Turkey;Thailand;Christian;Hindu;Muslim;Budhist;Turkey
Vietnam;Nepal;Australia;Turkey;Budhist;Hindu;Christian;Muslim;Vietnam
Papua New Guinea;India;Turkey;Thailand;Christian;Hindu;Muslim;Budhist;Turkey
Papua New Guinea;Vietnam;India;Turkey;Christian;Budhist;Hindu;Muslim;Papua New Guinea
Papua New Guinea;Nepal;Thailand;Turkey;Christian;Hindu;Budhist;Muslim;Turkey
Turkey;Vietnam;Nepal;Papua New Guinea;Muslim;Budhist;Hindu;Christian;Vietnam
Thailand;India;Brazil;Turkey;Budhist;Hindu;Christian;Muslim;India
Turkey;India;Vietnam;Brazil;Muslim;Hindu;Budhist;Christian;Brazil
Turkey;Thailand;Brazil;Nepal;Muslim;Budhist;Christian;Hindu;Thailand
Vietnam;Nepal;Turkey;Brazil;Budhist;Hindu;Muslim;Christian;Vietnam
Colombia;India;Thailand;Turkey;Christian;Hindu;Budhist;Muslim;Colombia
India;Vietnam;Colombia;Turkey;Hindu;Budhist;Christian;Muslim;Vietnam
Colombia;Turkey;Nepal;Thailand;Christian;Muslim;Hindu;Budhist;Thailand
Vietnam;Turkey;Nepal;Colombia;Budhist;Muslim;Hindu;Christian;Colombia
India;Thailand;Georgia;Turkey;Hindu;Budhist;Christian;Muslim;Georgia
Turkey;Georgia;India;Vietnam;Muslim;Christian;Hindu;Budhist;Georgia
Greece;Turkey;India;Thailand;Christian;Muslim;Hindu;Budhist;Turkey
Turkey;Thailand;India;South Africa;Muslim;Budhist;Hindu;Christian;Thailand
India;Thailand;Turkey;Italy;Hindu;Budhist;Muslim;Christian;Turkey
Nigeria;India;Thailand;Turkey;Christian;Hindu;Budhist;Muslim;India
Thailand;India;Turkey;France;Budhist;Hindu;Muslim;Christian;Thailand
Turkey;Germany;Thailand;India;Muslim;Christian;Budhist;Hindu;Turkey
Greece;India;Vietnam;Turkey;Christian;Hindu;Budhist;Muslim;Greece
Turkey;Vietnam;India;South Africa;Muslim;Budhist;Hindu;Christian;India
Italy;India;Turkey;Vietnam;Christian;Hindu;Muslim;Budhist;Vietnam
Nigeria;Vietnam;Turkey;India;Christian;Budhist;Muslim;Hindu;Vietnam
India;Vietnam;France;Turkey;Hindu;Budhist;Christian;Muslim;India
Germany;Vietnam;India;Turkey;Christian;Budhist;Hindu;Muslim;Vietnam
Thailand;Nepal;Turkey;Georgia;Budhist;Hindu;Muslim;Christian;Thailand
Vietnam;Georgia;Turkey;Nepal;Budhist;Christian;Muslim;Hindu;Vietnam
Greece;Thailand;Nepal;Turkey;Christian;Budhist;Hindu;Muslim;Thailand
South Africa;Turkey;Nepal;Thailand;Christian;Muslim;Hindu;Budhist;Thailand
Nepal;Turkey;Thailand;Italy;Hindu;Muslim;Budhist;Christian;Turkey
Turkey;Nepal;Nigeria;Thailand;Muslim;Hindu;Christian;Budhist;Thailand
Turkey;Nepal;Thailand;France;Muslim;Hindu;Budhist;Christian;Turkey
Turkey;Germany;Thailand;Nepal;Muslim;Christian;Budhist;Hindu;Thailand
Turkey;Greece;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Greece
South Africa;Nepal;Turkey;Vietnam;Christian;Hindu;Muslim;Budhist;Nepal
Italy;Vietnam;Nepal;Turkey;Christian;Budhist;Hindu;Muslim;Turkey
Vietnam;Nigeria;Nepal;Turkey;Budhist;Christian;Hindu;Muslim;Turkey
Vietnam;Turkey;Nepal;France;Budhist;Muslim;Hindu;Christian;Turkey
Turkey;Nepal;Germany;Vietnam;Muslim;Hindu;Christian;Budhist;Vietnam
Mexico;Thailand;Algeria;India;Christian;Budhist;Muslim;Hindu;Algeria
Mexico;Vietnam;Algeria;India;Christian;Budhist;Muslim;Hindu;Mexico
Nepal;Thailand;Algeria;Mexico;Hindu;Budhist;Muslim;Christian;Mexico
Nepal;Algeria;Mexico;Vietnam;Hindu;Muslim;Christian;Budhist;Nepal
India;Algeria;Canada;Thailand;Hindu;Muslim;Christian;Budhist;India
India;Vietnam;Algeria;Canada;Hindu;Budhist;Muslim;Christian;Vietnam
Algeria;Nepal;Thailand;Canada;Muslim;Hindu;Budhist;Christian;Algeria
Vietnam;Canada;Algeria;Nepal;Budhist;Christian;Muslim;Hindu;Canada
Thailand;United States of America;Algeria;India;Budhist;Christian;Muslim;Hindu;Algeria
Vietnam;Algeria;India;United States of America;Budhist;Muslim;Hindu;Christian;Vietnam
Algeria;Thailand;United States of America;Nepal;Muslim;Budhist;Christian;Hindu;Nepal
Vietnam;Nepal;United States of America;Algeria;Budhist;Hindu;Christian;Muslim;Algeria
Thailand;India;Sweden;Algeria;Budhist;Hindu;Christian;Muslim;India
Sweden;India;Vietnam;Algeria;Christian;Hindu;Budhist;Muslim;Sweden
Nepal;Algeria;Sweden;Thailand;Hindu;Muslim;Christian;Budhist;Nepal
Algeria;Vietnam;Nepal;Sweden;Muslim;Budhist;Hindu;Christian;Sweden
India;Thailand;United Kingdom;Algeria;Hindu;Budhist;Christian;Muslim;Algeria
United Kingdom;India;Vietnam;Algeria;Christian;Hindu;Budhist;Muslim;India
Thailand;Nepal;Algeria;United Kingdom;Budhist;Hindu;Muslim;Christian;Nepal
Vietnam;United Kingdom;Algeria;Nepal;Budhist;Christian;Muslim;Hindu;Nepal
India;Australia;Algeria;Thailand;Hindu;Christian;Muslim;Budhist;Australia
Australia;Vietnam;India;Algeria;Christian;Budhist;Hindu;Muslim;Vietnam
Australia;Nepal;Thailand;Algeria;Christian;Hindu;Budhist;Muslim;Algeria
Algeria;Australia;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Nepal
Algeria;Thailand;India;Papua New Guinea;Muslim;Budhist;Hindu;Christian;Thailand
Vietnam;Papua New Guinea;India;Algeria;Budhist;Christian;Hindu;Muslim;Papua New Guinea
Thailand;Nepal;Algeria;Papua New Guinea;Budhist;Hindu;Muslim;Christian;Papua New Guinea
Nepal;Algeria;Vietnam;Papua New Guinea;Hindu;Muslim;Budhist;Christian;Vietnam
Brazil;Algeria;Thailand;India;Christian;Muslim;Budhist;Hindu;Algeria
Vietnam;Algeria;India;Brazil;Budhist;Muslim;Hindu;Christian;Vietnam
Brazil;Algeria;Nepal;Thailand;Christian;Muslim;Hindu;Budhist;Algeria
Vietnam;Nepal;Algeria;Brazil;Budhist;Hindu;Muslim;Christian;Vietnam
Colombia;Thailand;India;Algeria;Christian;Budhist;Hindu;Muslim;Thailand
Algeria;India;Colombia;Vietnam;Muslim;Hindu;Christian;Budhist;India
Nepal;Colombia;Algeria;Thailand;Hindu;Christian;Muslim;Budhist;Thailand
Vietnam;Algeria;Colombia;Nepal;Budhist;Muslim;Christian;Hindu;Colombia
India;Thailand;Georgia;Algeria;Hindu;Budhist;Christian;Muslim;India
Georgia;Vietnam;Algeria;India;Christian;Budhist;Muslim;Hindu;Algeria
Algeria;India;Thailand;Greece;Muslim;Hindu;Budhist;Christian;Greece
Algeria;India;South Africa;Thailand;Muslim;Hindu;Christian;Budhist;India
Algeria;Italy;Thailand;India;Muslim;Christian;Budhist;Hindu;India
Nigeria;Algeria;Thailand;India;Christian;Muslim;Budhist;Hindu;Thailand
Thailand;France;India;Algeria;Budhist;Christian;Hindu;Muslim;Algeria
Thailand;India;Germany;Algeria;Budhist;Hindu;Christian;Muslim;Thailand
India;Vietnam;Algeria;Greece;Hindu;Budhist;Muslim;Christian;Vietnam
Algeria;India;Vietnam;South Africa;Muslim;Hindu;Budhist;Christian;South Africa
Vietnam;Italy;India;Algeria;Budhist;Christian;Hindu;Muslim;India
Vietnam;India;Nigeria;Algeria;Budhist;Hindu;Christian;Muslim;Nigeria
France;Vietnam;Algeria;India;Christian;Budhist;Muslim;Hindu;India
Germany;Algeria;India;Vietnam;Christian;Muslim;Hindu;Budhist;Algeria
Thailand;Georgia;Algeria;Nepal;Budhist;Christian;Muslim;Hindu;Algeria
Nepal;Algeria;Georgia;Vietnam;Hindu;Muslim;Christian;Budhist;Georgia
Greece;Thailand;Algeria;Nepal;Christian;Budhist;Muslim;Hindu;Greece
South Africa;Thailand;Nepal;Algeria;Christian;Budhist;Hindu;Muslim;Nepal
Algeria;Nepal;Italy;Thailand;Muslim;Hindu;Christian;Budhist;Algeria
Nepal;Nigeria;Algeria;Thailand;Hindu;Christian;Muslim;Budhist;Nigeria
Thailand;France;Algeria;Nepal;Budhist;Christian;Muslim;Hindu;France
Nepal;Algeria;Thailand;Germany;Hindu;Muslim;Budhist;Christian;Nepal
Greece;Nepal;Vietnam;Algeria;Christian;Hindu;Budhist;Muslim;Greece
Nepal;South Africa;Algeria;Vietnam;Hindu;Christian;Muslim;Budhist;South Africa
Italy;Vietnam;Nepal;Algeria;Christian;Budhist;Hindu;Muslim;Vietnam
Nepal;Nigeria;Algeria;Vietnam;Hindu;Christian;Muslim;Budhist;Vietnam
France;Vietnam;Algeria;Nepal;Christian;Budhist;Muslim;Hindu;Vietnam
Nepal;Germany;Vietnam;Algeria;Hindu;Christian;Budhist;Muslim;Algeria
Egypt;Thailand;Mexico;India;Muslim;Budhist;Christian;Hindu;Thailand
Mexico;Vietnam;India;Egypt;Christian;Budhist;Hindu;Muslim;Vietnam
Nepal;Egypt;Thailand;Mexico;Hindu;Muslim;Budhist;Christian;Egypt
Egypt;Mexico;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Mexico
Canada;India;Egypt;Thailand;Christian;Hindu;Muslim;Budhist;India
Egypt;Canada;Vietnam;India;Muslim;Christian;Budhist;Hindu;Vietnam
Nepal;Canada;Thailand;Egypt;Hindu;Christian;Budhist;Muslim;Nepal
Canada;Vietnam;Nepal;Egypt;Christian;Budhist;Hindu;Muslim;Nepal
India;Egypt;Thailand;United States of America;Hindu;Muslim;Budhist;Christian;India
India;United States of America;Vietnam;Egypt;Hindu;Christian;Budhist;Muslim;United States of America
United States of America;Thailand;Nepal;Egypt;Christian;Budhist;Hindu;Muslim;Egypt
Nepal;Vietnam;Egypt;United States of America;Hindu;Budhist;Muslim;Christian;United States of America
India;Sweden;Egypt;Thailand;Hindu;Christian;Muslim;Budhist;Egypt
India;Sweden;Vietnam;Egypt;Hindu;Christian;Budhist;Muslim;India
Nepal;Egypt;Sweden;Thailand;Hindu;Muslim;Christian;Budhist;Nepal
Sweden;Nepal;Vietnam;Egypt;Christian;Hindu;Budhist;Muslim;Vietnam
Egypt;India;Thailand;United Kingdom;Muslim;Hindu;Budhist;Christian;United Kingdom
United Kingdom;India;Egypt;Vietnam;Christian;Hindu;Muslim;Budhist;Egypt
Nepal;United Kingdom;Thailand;Egypt;Hindu;Christian;Budhist;Muslim;Egypt
Egypt;Nepal;Vietnam;United Kingdom;Muslim;Hindu;Budhist;Christian;Egypt
Australia;Egypt;Thailand;India;Christian;Muslim;Budhist;Hindu;Australia
India;Vietnam;Australia;Egypt;Hindu;Budhist;Christian;Muslim;Australia
Nepal;Thailand;Egypt;Australia;Hindu;Budhist;Muslim;Christian;Australia
Nepal;Egypt;Australia;Vietnam;Hindu;Muslim;Christian;Budhist;Egypt
Papua New Guinea;India;Egypt;Thailand;Christian;Hindu;Muslim;Budhist;Egypt
India;Papua New Guinea;Egypt;Vietnam;Hindu;Christian;Muslim;Budhist;Egypt
Thailand;Nepal;Egypt;Papua New Guinea;Budhist;Hindu;Muslim;Christian;Thailand
Egypt;Nepal;Papua New Guinea;Vietnam;Muslim;Hindu;Christian;Budhist;Papua New Guinea
Thailand;Brazil;India;Egypt;Budhist;Christian;Hindu;Muslim;India
India;Vietnam;Egypt;Brazil;Hindu;Budhist;Muslim;Christian;India
Egypt;Nepal;Thailand;Brazil;Muslim;Hindu;Budhist;Christian;Thailand
Vietnam;Nepal;Egypt;Brazil;Budhist;Hindu;Muslim;Christian;Egypt
India;Egypt;Colombia;Thailand;Hindu;Muslim;Christian;Budhist;Thailand
Colombia;Egypt;India;Vietnam;Christian;Muslim;Hindu;Budhist;India
Thailand;Colombia;Nepal;Egypt;Budhist;Christian;Hindu;Muslim;Colombia
Egypt;Vietnam;Nepal;Colombia;Muslim;Budhist;Hindu;Christian;Colombia
Thailand;India;Georgia;Egypt;Budhist;Hindu;Christian;Muslim;Egypt
Egypt;Vietnam;India;Georgia;Muslim;Budhist;Hindu;Christian;Egypt
Egypt;India;Greece;Thailand;Muslim;Hindu;Christian;Budhist;Greece
Egypt;Thailand;South Africa;India;Muslim;Budhist;Christian;Hindu;India
Thailand;Italy;India;Egypt;Budhist;Christian;Hindu;Muslim;Thailand
Nigeria;India;Thailand;Egypt;Christian;Hindu;Budhist;Muslim;Egypt
France;Thailand;Egypt;India;Christian;Budhist;Muslim;Hindu;France
Germany;Egypt;India;Thailand;Christian;Muslim;Hindu;Budhist;Germany
Vietnam;India;Greece;Egypt;Budhist;Hindu;Christian;Muslim;Greece
Vietnam;India;South Africa;Egypt;Budhist;Hindu;Christian;Muslim;India
Egypt;Italy;India;Vietnam;Muslim;Christian;Hindu;Budhist;India
India;Egypt;Nigeria;Vietnam;Hindu;Muslim;Christian;Budhist;Egypt
Vietnam;France;India;Egypt;Budhist;Christian;Hindu;Muslim;India
Germany;Vietnam;India;Egypt;Christian;Budhist;Hindu;Muslim;India
Egypt;Georgia;Nepal;Thailand;Muslim;Christian;Hindu;Budhist;Georgia
Egypt;Nepal;Georgia;Vietnam;Muslim;Hindu;Christian;Budhist;Vietnam
Nepal;Greece;Egypt;Thailand;Hindu;Christian;Muslim;Budhist;Egypt
Nepal;South Africa;Egypt;Thailand;Hindu;Christian;Muslim;Budhist;Nepal
Nepal;Italy;Thailand;Egypt;Hindu;Christian;Budhist;Muslim;Egypt
Nigeria;Thailand;Nepal;Egypt;Christian;Budhist;Hindu;Muslim;Thailand
France;Egypt;Thailand;Nepal;Christian;Muslim;Budhist;Hindu;France
Germany;Egypt;Nepal;Thailand;Christian;Muslim;Hindu;Budhist;Thailand
Vietnam;Egypt;Nepal;Greece;Budhist;Muslim;Hindu;Christian;Greece
Vietnam;Nepal;South Africa;Egypt;Budhist;Hindu;Christian;Muslim;Nepal
Egypt;Vietnam;Italy;Nepal;Muslim;Budhist;Christian;Hindu;Vietnam
Nepal;Egypt;Nigeria;Vietnam;Hindu;Muslim;Christian;Budhist;Nigeria
Nepal;Egypt;France;Vietnam;Hindu;Muslim;Christian;Budhist;Nepal
Germany;Vietnam;Egypt;Nepal;Christian;Budhist;Muslim;Hindu;Germany
Sudan;India;Thailand;Mexico;Muslim;Hindu;Budhist;Christian;Sudan
Mexico;Vietnam;India;Sudan;Christian;Budhist;Hindu;Muslim;Mexico
Sudan;Mexico;Thailand;Nepal;Muslim;Christian;Budhist;Hindu;Sudan
Sudan;Mexico;Vietnam;Nepal;Muslim;Christian;Budhist;Hindu;Vietnam
Sudan;India;Canada;Thailand;Muslim;Hindu;Christian;Budhist;India
Vietnam;India;Sudan;Canada;Budhist;Hindu;Muslim;Christian;Vietnam
Sudan;Canada;Thailand;Nepal;Muslim;Christian;Budhist;Hindu;Nepal
Nepal;Vietnam;Sudan;Canada;Hindu;Budhist;Muslim;Christian;Canada
Thailand;Sudan;India;United States of America;Budhist;Muslim;Hindu;Christian;Thailand
United States of America;Vietnam;Sudan;India;Christian;Budhist;Muslim;Hindu;Vietnam
Nepal;United States of America;Sudan;Thailand;Hindu;Christian;Muslim;Budhist;United States of America
Nepal;United States of America;Vietnam;Sudan;Hindu;Christian;Budhist;Muslim;United States of America
Sweden;Thailand;Sudan;India;Christian;Budhist;Muslim;Hindu;India
Sweden;Sudan;India;Vietnam;Christian;Muslim;Hindu;Budhist;Sudan
Sudan;Sweden;Nepal;Thailand;Muslim;Christian;Hindu;Budhist;Nepal
Sudan;Nepal;Sweden;Vietnam;Muslim;Hindu;Christian;Budhist;Sweden
Thailand;Sudan;India;United Kingdom;Budhist;Muslim;Hindu;Christian;Thailand
United Kingdom;Vietnam;Sudan;India;Christian;Budhist;Muslim;Hindu;Vietnam
United Kingdom;Sudan;Thailand;Nepal;Christian;Muslim;Budhist;Hindu;Sudan
Sudan;Vietnam;Nepal;United Kingdom;Muslim;Budhist;Hindu;Christian;Sudan
Sudan;India;Australia;Thailand;Muslim;Hindu;Christian;Budhist;India
Sudan;India;Vietnam;Australia;Muslim;Hindu;Budhist;Christian;Sudan
Nepal;Sudan;Thailand;Australia;Hindu;Muslim;Budhist;Christian;Sudan
Australia;Sudan;Vietnam;Nepal;Christian;Muslim;Budhist;Hindu;Nepal
Sudan;Papua New Guinea;Thailand;India;Muslim;Christian;Budhist;Hindu;India
Papua New Guinea;Sudan;India;Vietnam;Christian;Muslim;Hindu;Budhist;India
Sudan;Thailand;Papua New Guinea;Nepal;Muslim;Budhist;Christian;Hindu;Thailand
Sudan;Papua New Guinea;Nepal;Vietnam;Muslim;Christian;Hindu;Budhist;Nepal
Sudan;Thailand;Brazil;India;Muslim;Budhist;Christian;Hindu;Thailand
India;Vietnam;Brazil;Sudan;Hindu;Budhist;Christian;Muslim;Vietnam
Thailand;Nepal;Sudan;Brazil;Budhist;Hindu;Muslim;Christian;Sudan
Nepal;Vietnam;Brazil;Sudan;Hindu;Budhist;Christian;Muslim;Brazil
Thailand;Colombia;India;Sudan;Budhist;Christian;Hindu;Muslim;India
India;Vietnam;Sudan;Colombia;Hindu;Budhist;Muslim;Christian;India
Sudan;Colombia;Nepal;Thailand;Muslim;Christian;Hindu;Budhist;Colombia
Nepal;Colombia;Sudan;Vietnam;Hindu;Christian;Muslim;Budhist;Vietnam
Thailand;India;Georgia;Sudan;Budhist;Hindu;Christian;Muslim;India
India;Georgia;Sudan;Vietnam;Hindu;Christian;Muslim;Budhist;Georgia
India;Thailand;Greece;Sudan;Hindu;Budhist;Christian;Muslim;India
Sudan;Thailand;India;South Africa;Muslim;Budhist;Hindu;Christian;India
Italy;Sudan;India;Thailand;Christian;Muslim;Hindu;Budhist;Sudan
Sudan;Thailand;Nigeria;India;Muslim;Budhist;Christian;Hindu;India
Sudan;France;Thailand;India;Muslim;Christian;Budhist;Hindu;France
Sudan;Germany;Thailand;India;Muslim;Christian;Budhist;Hindu;Germany
Vietnam;Greece;Sudan;India;Budhist;Christian;Muslim;Hindu;Sudan
South Africa;India;Vietnam;Sudan;Christian;Hindu;Budhist;Muslim;Sudan
